Year,Month,Day,Temperature (°F),Dew Point (°F),Humidity (%),Wind Speed (mph),Pressure (in),Precipitation (in),สถานีบ้านมาบป่าแฝก (1687),สถานีบ้านลานตาเกลี้ยง (501261),Rainfall_Avg (mm)
2016,10,26,79.4,76.1,89.9,0.5,29.4,0.68,13.0,0.0,6.5
2016,10,27,79.6,75.9,88.9,1,29.5,1.45,18.0,0.0,9.0
2016,10,28,81.6,76.3,84.4,0.6,29.5,0.22,5.0,0.0,2.5
2016,10,29,78.8,73.9,85.5,1.1,29.5,1.43,0.0,0.0,0.0
2016,10,30,79.9,74.6,85.1,0.8,29.5,1.52,0.0,0.0,0.0
2016,10,31,82.6,74.4,77.5,1.9,29.5,0.07,0.0,0.0,0.0
2016,11,1,82.5,75,79.4,1.1,29.5,0,0.0,0.0,0.0
2016,11,2,82.5,74.3,77.3,1.4,29.5,0,0.0,0.0,0.0
2016,11,3,81.5,73.3,77.4,1.4,29.5,0,0.0,0.0,0.0
2016,11,4,80.5,72.5,78.3,1,29.5,0,0.0,0.0,0.0
2016,11,5,80.1,72.9,79.6,0.8,29.4,0,0.0,0.0,0.0
2016,11,6,81.1,73.9,79.8,0.4,29.4,0,0.0,0.0,0.0
2016,11,7,82.1,74.8,79.6,1.3,29.4,0,16.0,0.0,8.0
2016,11,8,80.6,76.4,86.9,0,29.4,0.48,3.5,0.0,1.75
2016,11,9,78.9,76.5,92.3,1.4,29.5,0.49,6.5,0.0,3.25
2016,11,10,77.4,75.9,94.6,0.3,29.5,2.08,0.0,0.0,0.0
2016,11,11,77.9,75.1,91.3,0.4,29.5,3.35,0.0,0.0,0.0
2016,11,12,79.6,74.3,84.8,0.3,29.5,1.01,0.0,0.0,0.0
2016,11,13,81,73.8,80.4,0.5,29.5,0,0.0,0.0,0.0
2016,11,14,81.1,72.6,77.6,0,29.5,0,0.0,0.0,0.0
2016,11,15,81.4,74.4,80.3,0.5,29.5,0,0.0,0.0,0.0
2016,11,16,80.9,74,81.5,0,29.5,0,0.0,0.0,0.0
2016,11,17,79.6,71.9,78.8,0,29.5,0,0.0,0.0,0.0
2016,11,18,78.4,70.6,78.6,0.8,29.4,0,0.0,0.0,0.0
2016,11,19,78.5,70.8,78.6,0.9,29.4,0,0.0,0.0,0.0
2016,11,20,80.4,73.5,80.9,1.3,29.4,0,0.0,0.0,0.0
2016,11,21,79.9,70.6,76.1,1.1,29.4,0,0.0,0.0,0.0
2016,11,22,77.3,67,74.3,1.5,29.4,0,0.0,0.0,0.0
2016,11,23,76.6,67.5,75.6,1.4,29.4,0,0.0,0.0,0.0
2016,11,24,78.8,71.8,79.9,0.8,29.4,0,0.0,0.0,0.0
2016,11,25,81.5,75,82.3,0.3,29.4,0,0.0,0.0,0.0
2016,11,26,81.4,74,80.3,1.3,29.4,0,0.0,0.0,0.0
2016,11,27,77.8,74.6,90.6,0.9,29.4,0.05,0.0,0.0,0.0
2016,11,28,79.4,71.6,78.1,0.8,29.5,0.05,0.0,0.0,0.0
2016,11,29,77.4,70.6,80.8,0.6,29.5,0,0.0,0.0,0.0
2016,11,30,76.3,69.3,80.6,0.6,29.6,0,0.0,0.0,0.0
2016,12,1,74.9,69.4,83.4,0.7,29.6,0,0.0,0.0,0.0
2016,12,2,76.1,68.6,79.9,0.4,29.6,0,0.0,0.0,0.0
2016,12,3,77.5,70,79.8,1.4,29.6,0,0.0,0.0,0.0
2016,12,4,77.9,70.9,80,0.9,29.5,0,0.0,0.0,0.0
2016,12,5,78.4,71.9,81.6,0.6,29.5,0,0.0,0.0,0.0
2016,12,6,78.1,69,75.3,1,29.6,0,0.0,0.0,0.0
2016,12,7,77.9,69.4,76.4,1.5,29.5,0,0.0,0.0,0.0
2016,12,8,75.5,69.3,82.1,1.3,29.5,0,0.0,0.0,0.0
2016,12,9,77.1,67.9,74.8,1.3,29.4,0,0.0,0.0,0.0
2016,12,10,75.9,66.3,74.6,1.1,29.4,0,0.0,0.0,0.0
2016,12,11,73.8,65.6,77.1,1,29.4,0,0.0,0.0,0.0
2016,12,12,74.3,65.4,77.1,1,29.4,0,0.0,0.0,0.0
2016,12,13,76.6,68.6,78,0.9,29.4,0,0.0,0.0,0.0
2016,12,14,77.9,70,79,1.1,29.4,0,1.0,0.0,0.5
2016,12,15,76.5,67.3,75.6,1.3,29.5,0,0.0,0.0,0.0
2016,12,16,75.5,69.9,82.8,0.8,29.6,0.03,0.0,0.0,0.0
2016,12,17,74.9,67.5,79.1,0.8,29.6,0.03,0.0,0.0,0.0
2016,12,18,74.9,67.8,79.3,0.9,29.6,0,0.0,0.0,0.0
2016,12,19,77.5,68.8,76,1.1,29.5,0,0.0,0.0,0.0
2016,12,20,78.3,68.3,74,1.1,29.5,0,0.0,0.0,0.0
2016,12,21,78.9,68.5,72.6,1.1,29.4,0,0.0,0.0,0.0
2016,12,22,77.8,69,76.1,1.3,29.5,0,0.0,0.0,0.0
2016,12,23,78.4,69.6,77,0.5,29.5,0,0.0,0.0,0.0
2016,12,24,79.4,70.1,75.4,1,29.5,0,0.0,0.0,0.0
2016,12,25,80.1,70,72.6,1.1,29.5,0,0.0,0.0,0.0
2016,12,26,78.9,70.1,76.6,1,29.4,0,0.0,0.0,0.0
2016,12,27,77,66.4,73.1,0.8,29.5,0,0.0,0.0,0.0
2016,12,28,73.6,64.8,74.9,0.9,29.5,0,0.0,0.0,0.0
2016,12,29,72.5,62.3,72.6,2,29.6,0,0.0,0.0,0.0
2016,12,30,71.4,60.5,72,0.6,29.6,0,0.0,0.0,0.0
2016,12,31,74.5,62.4,68,1.1,29.6,0,0.0,0.0,0.0
2017,1,1,74.4,66,75.4,2.5,29.6,0,0.0,0.0,0.0
2017,1,2,76.1,67.9,76.8,2.3,29.6,0,0.0,0.0,0.0
2017,1,3,78.8,70.4,77,1.8,29.5,0,32.0,0.0,16.0
2017,1,4,77.8,70.3,79.3,0.6,29.5,0,0.0,0.0,0.0
2017,1,5,71,67,88,3,29.5,0.94,0.0,0.0,0.0
2017,1,6,74.5,67,78.8,1.3,29.4,0.01,0.0,0.0,0.0
2017,1,7,77.5,68,74,2.3,29.4,0,0.0,0.0,0.0
2017,1,8,77.8,69.5,76.6,1.1,29.4,0,0.5,0.0,0.25
2017,1,9,77.5,71.4,81,0.5,29.4,0,1.5,0.0,0.75
2017,1,10,75.9,72.9,90.9,0,29.4,0.07,9.0,0.0,4.5
2017,1,11,75.3,73.4,94.4,1.3,29.4,0.42,0.5,0.0,0.25
2017,1,12,76.8,74.3,91.6,0,29.4,0.55,0.0,0.0,0.0
2017,1,13,76.9,67.4,74.1,1.4,29.4,0.1,0.0,0.0,0.0
2017,1,14,76,67.6,77.3,0.8,29.4,0,0.0,0.0,0.0
2017,1,15,77.5,69.5,78.8,1.1,29.5,0,0.0,0.0,0.0
2017,1,16,78.1,69,75.6,1.4,29.5,0,0.0,0.0,0.0
2017,1,17,77.9,69.9,78,0.6,29.5,0,0.0,0.0,0.0
2017,1,18,79.8,71.8,77.5,0.6,29.5,0,0.0,0.0,0.0
2017,1,19,80.4,71.9,76.8,0.3,29.5,0,0.0,0.0,0.0
2017,1,20,79.5,71.5,78.1,0.3,29.5,0,0.0,0.0,0.0
2017,1,21,78.6,69.6,76.3,0,29.6,0,0.0,0.0,0.0
2017,1,22,77.5,67.5,73.4,0.6,29.6,0,0.0,0.0,0.0
2017,1,23,75.4,66.1,74.5,1,29.6,0,0.0,0.0,0.0
2017,1,24,74,62.9,71.1,0.9,29.6,0,0.0,0.0,0.0
2017,1,25,74.4,62.8,70.4,1.6,29.6,0,0.0,0.0,0.0
2017,1,26,75.9,65,71.4,0.9,29.6,0,0.0,0.0,0.0
2017,1,27,76.1,65.1,71.5,0.9,29.5,0,0.0,0.0,0.0
2017,1,28,76.4,63.8,68.3,1.3,29.5,0,0.0,0.0,0.0
2017,1,29,77.1,64.5,68.6,0.4,29.5,0,0.0,0.0,0.0
2017,1,30,77.6,65.5,68.6,0.6,29.5,0,0.0,0.0,0.0
2017,1,31,76.8,63.3,66.6,1.3,29.5,0,0.0,0.0,0.0
2017,2,1,76.3,64,69.1,0.6,29.5,0,0.0,0.0,0.0
2017,2,2,76.5,63.5,67.9,1.5,29.5,0,0.0,0.0,0.0
2017,2,3,79,66.5,67.5,1.1,29.5,0,0.0,0.0,0.0
2017,2,4,79.5,67.6,69.6,0,29.5,0,0.0,0.0,0.0
2017,2,5,78.8,61.5,59.9,1.8,29.4,0,0.0,0.0,0.0
2017,2,6,78.6,59.3,56.8,3.9,29.4,0,0.0,0.0,0.0
2017,2,7,81.9,55.4,41.8,6.5,29.4,0,0.0,0.0,0.0
2017,2,8,79.4,54.9,46,3.1,29.4,0,0.0,0.0,0.0
2017,2,9,77.1,60.5,60.6,1.4,29.4,0,0.0,0.0,0.0
2017,2,10,79.3,64.4,64,1.1,29.4,0,0.0,0.0,0.0
2017,2,11,78.8,64.9,64.9,1.8,29.5,0,0.0,0.0,0.0
2017,2,12,75.3,61.9,65.3,1.8,29.6,0,0.0,0.0,0.0
2017,2,13,74.3,60.9,66.3,1.3,29.6,0,0.0,0.0,0.0
2017,2,14,73.8,60.6,67.1,0.6,29.7,0,0.0,0.0,0.0
2017,2,15,74.3,59.9,65.1,1,29.6,0,0.0,0.0,0.0
2017,2,16,75.6,61.4,65.3,0,29.6,0,0.0,0.0,0.0
2017,2,17,76.4,63,67.4,0.6,29.6,0,0.0,0.0,0.0
2017,2,18,77.9,61.9,61.8,1.8,29.6,0,0.0,0.0,0.0
2017,2,19,78.3,62.3,62,0.8,29.5,0,0.0,0.0,0.0
2017,2,20,80.1,61,56.9,3.5,29.4,0,0.0,0.0,0.0
2017,2,21,82.3,59.4,49,4,29.4,0,0.0,0.0,0.0
2017,2,22,83,59.6,49.3,1.1,29.4,0,0.0,0.0,0.0
2017,2,23,83.6,61.5,49.9,1.8,29.4,0,0.0,0.0,0.0
2017,2,24,87.1,59.8,42.9,3.8,29.4,0,0.0,0.0,0.0
2017,2,25,85.3,61.8,47.4,1.4,29.4,0,0.0,0.0,0.0
2017,2,26,83.3,68.1,61.6,2.4,29.4,0,0.0,0.0,0.0
2017,2,27,84.4,69.9,62.9,0.3,29.4,0,0.0,0.0,0.0
2017,2,28,84,68.3,61.3,2.4,29.4,0,0.0,0.0,0.0
2017,3,1,84.3,67.1,59.1,1.6,29.4,0,0.0,0.0,0.0
2017,3,2,82.5,63.4,55.5,2.5,29.4,0,0.0,0.0,0.0
2017,3,3,82.1,63.6,56.6,1,29.4,0,0.0,0.0,0.0
2017,3,4,84.8,62.5,51.3,2.8,29.4,0,0.0,0.0,0.0
2017,3,5,87.8,61.9,43.1,4.1,29.3,0,0.0,0.0,0.0
2017,3,6,89.3,56.8,33.9,4.8,29.3,0,0.0,0.0,0.0
2017,3,7,88,60.8,41,3.6,29.3,0,0.0,0.0,0.0
2017,3,8,87.6,67.8,52.8,2.6,29.4,0,0.0,0.0,0.0
2017,3,9,86.9,67.4,53,4.4,29.3,0,0.0,0.0,0.0
2017,3,10,86.1,67.5,56.4,3.9,29.4,0,0.0,0.0,0.0
2017,3,11,89.4,64.9,47.4,5,29.4,0,0.0,0.0,0.0
2017,3,12,89.1,64.9,46.1,9.4,29.4,0,0.0,0.0,0.0
2017,3,13,88.9,61.4,42.8,5.4,29.4,0,0.0,0.0,0.0
2017,3,14,90.9,61.5,39.3,5.4,29.4,0,0.0,0.0,0.0
2017,3,15,87.3,56,38.1,3.6,29.4,0,0.0,0.0,0.0
2017,3,16,87.5,59.3,42.1,3.4,29.3,0,0.0,0.0,0.0
2017,3,17,84.8,71.4,65.4,1.5,29.4,0,0.0,0.0,0.0
2017,3,18,85.5,67.8,56.8,1,29.4,0,0.0,0.0,0.0
2017,3,19,88,59.4,40.1,5,29.4,0,0.0,0.0,0.0
2017,3,20,87.4,57.1,38,3,29.4,0,0.0,0.0,0.0
2017,3,21,88.6,61.6,42.8,6.6,29.4,0,0.0,0.0,0.0
2017,3,22,88.6,61.3,43.6,4.8,29.4,0,0.0,0.0,0.0
2017,3,23,86.6,64.5,50.4,1.5,29.4,0,0.0,0.0,0.0
2017,3,24,90.1,63.4,43,3.1,29.4,0,0.0,0.0,0.0
2017,3,25,87.8,68.6,56.6,1.5,29.4,0,0.0,0.0,0.0
2017,3,26,90.8,68.1,48.6,1.3,29.4,0,0.0,0.0,0.0
2017,3,27,83,70.8,66.8,3,29.5,0,0.0,0.0,0.0
2017,3,28,85.1,70.1,63.4,2,29.5,0,0.0,0.0,0.0
2017,3,29,89.4,69.8,53.8,2,29.4,0,0.0,0.0,0.0
2017,3,30,90.8,67.5,47.3,3.9,29.4,0,0.0,0.0,0.0
2017,3,31,91,65.4,43.8,5.4,29.4,0,0.0,0.0,0.0
2017,4,1,86.3,70,58.8,5,29.4,0,0.0,0.0,0.0
2017,4,2,82.3,71,69.8,1.4,29.5,0,0.0,0.0,0.0
2017,4,3,85.1,69,61,0.9,29.5,0,0.0,0.0,0.0
2017,4,4,88.6,68.5,53,2,29.4,0,0.0,0.0,0.0
2017,4,5,88.5,67,51.9,2.9,29.4,0,0.0,0.0,0.0
2017,4,6,89,68.4,54.6,0.6,29.3,0,0.0,0.0,0.0
2017,4,7,90.8,71.6,55.5,1.9,29.3,0,0.0,0.0,0.0
2017,4,8,91.3,72.3,55.3,1.8,29.3,0,0.0,0.0,0.0
2017,4,9,93,70.8,49.4,3.8,29.3,0,0.0,0.0,0.0
2017,4,10,92.1,71.5,51.4,5.3,29.3,0,0.0,0.0,0.0
2017,4,11,92.8,70.1,48.5,6.5,29.3,0,0.0,0.0,0.0
2017,4,12,90.6,71.8,55.4,4.1,29.3,0.35,0.0,0.0,0.0
2017,4,13,88.6,73,62,2.6,29.4,0.35,0.0,0.0,0.0
2017,4,14,82.5,72.8,73.9,1.8,29.4,0.78,0.0,0.0,0.0
2017,4,15,81.4,74.3,79.4,0,29.4,0.31,0.0,0.0,0.0
2017,4,16,84.4,70.8,67,3.5,29.4,0.19,0.0,0.0,0.0
2017,4,17,82.6,73.5,74.9,3.3,29.4,0.09,0.0,0.0,0.0
2017,4,18,85.1,71.9,65.8,1.8,29.4,0.09,0.0,0.0,0.0
2017,4,19,88.3,69.6,55.4,4,29.3,0,0.0,0.0,0.0
2017,4,20,88.4,67,49.9,8.8,29.4,0,0.0,0.0,0.0
2017,4,21,87.5,65.1,47.9,8.1,29.4,0,0.0,0.0,0.0
2017,4,22,89.3,69.1,52.5,8.1,29.3,0,0.0,0.0,0.0
2017,4,23,88.9,66.5,47.9,7.9,29.3,0,0.0,0.0,0.0
2017,4,24,90,68.3,48.9,8.4,29.4,0,0.0,0.0,0.0
2017,4,25,88.3,68.9,53.1,9.5,29.4,0,0.0,0.0,0.0
2017,4,26,90.9,70.1,51.5,7.1,29.3,0,0.0,0.0,0.0
2017,4,27,91.8,72,52.9,4.6,29.3,0,0.0,0.0,0.0
2017,4,28,87.4,72.5,63.6,3.4,29.4,0.31,0.0,0.0,0.0
2017,4,29,82.5,74,76.9,1.5,29.4,0.37,0.0,0.0,0.0
2017,4,30,86,75.4,71.6,1.6,29.4,0,0.0,0.0,0.0
2017,5,1,90.6,72.4,56.3,4.1,29.4,0,0.0,0.0,0.0
2017,5,2,93,72.6,52.5,7.1,29.4,0,0.0,0.0,0.0
2017,5,3,93.9,71,48,5.5,29.4,0,0.0,0.0,0.0
2017,5,4,90.3,73.6,59.1,3.4,29.4,0,0.0,0.0,0.0
2017,5,5,85.5,74.9,71.6,1,29.4,0,0.0,0.0,0.0
2017,5,6,82.3,73.8,77.8,1.8,29.4,1.2,0.0,0.0,0.0
2017,5,7,83.9,75.4,76.5,2.1,29.4,1.2,0.0,0.0,0.0
2017,5,8,85,73,69.4,1.5,29.4,0.37,0.0,0.0,0.0
2017,5,9,89,75,64.6,1.8,29.3,0.37,0.0,0.0,0.0
2017,5,10,84.1,73.8,72.6,2.4,29.4,0.28,0.0,0.0,0.0
2017,5,11,86.6,76.8,74,2.5,29.4,0.28,0.0,0.0,0.0
2017,5,12,88.3,75.1,67.5,1.6,29.4,0,0.0,0.0,0.0
2017,5,13,84.9,76,76.1,1.5,29.4,0,0.0,0.0,0.0
2017,5,14,82.6,76.8,83.3,1,29.3,0.93,0.0,0.0,0.0
2017,5,15,85.1,76.8,77.1,2.8,29.3,0.03,0.0,0.0,0.0
2017,5,16,82,77.3,86.3,0.3,29.3,0.05,0.0,0.0,0.0
2017,5,17,77.8,76.4,96.1,0.4,29.2,1.25,0.0,0.0,0.0
2017,5,18,81.8,75.5,82.5,1.8,29.3,1.9,0.0,0.0,0.0
2017,5,19,83.9,77.3,81,1.8,29.3,0.12,0.0,0.0,0.0
2017,5,20,88,75.9,68.9,4,29.3,0,0.0,0.0,0.0
2017,5,21,90.4,75.8,62.6,7,29.2,0,0.0,0.0,0.0
2017,5,22,91.1,75.4,60.6,7.4,29.3,0,0.0,0.0,0.0
2017,5,23,91.6,75.3,59.3,6.1,29.3,0,0.0,0.0,0.0
2017,5,24,89.1,75.3,65.3,4.6,29.3,0,0.0,0.0,0.0
2017,5,25,86.9,77,74.5,0.9,29.3,0,21.5,0.0,10.75
2017,5,26,82.6,77.9,87,1.6,29.3,1.66,9.0,0.0,4.5
2017,5,27,81.5,78.5,91,1.4,29.3,1.71,9.0,0.0,4.5
2017,5,28,80.9,76.6,87.4,1.6,29.3,1.65,3.5,0.0,1.75
2017,5,29,80.6,77.5,90.3,0.5,29.3,1.07,5.5,0.0,2.75
2017,5,30,81.9,78.9,90.6,0.4,29.3,0.89,60.5,0.0,30.25
2017,5,31,83.1,77.9,85.4,1.3,29.3,0.89,0.0,0.0,0.0
2017,6,1,82.5,78,87,0.4,29.3,0.21,0.0,0.0,0.0
2017,6,2,85.8,75.1,71,4.6,29.3,0.04,18.0,0.0,9.0
2017,6,3,85.6,76.6,75.1,3,29.3,0.46,0.0,0.0,0.0
2017,6,4,84.3,75.6,77,4.8,29.3,0.5,0.0,0.0,0.0
2017,6,5,85.3,75.8,73.6,3.6,29.3,0.16,0.0,0.0,0.0
2017,6,6,85.9,77.1,76,1.6,29.3,0.16,0.0,0.0,0.0
2017,6,7,83.1,76.5,81.6,2,29.3,0,7.5,0.0,3.75
2017,6,8,82.1,76.5,83.8,0.6,29.3,0,11.5,0.0,5.75
2017,6,9,81.1,77.5,88.9,1.6,29.3,0.91,15.0,0.0,7.5
2017,6,10,81,76.5,86.9,1.6,29.3,1.07,1.5,0.0,0.75
2017,6,11,81.6,77.8,88.3,1,29.3,0.29,0.0,0.0,0.0
2017,6,12,84.6,75.8,75.8,3.4,29.3,0.06,3.0,0.0,1.5
2017,6,13,83,75.8,79.1,3.3,29.3,1.04,0.0,0.0,0.0
2017,6,14,84.5,74.4,71.6,5.6,29.4,1.04,0.0,0.0,0.0
2017,6,15,83.3,72.4,70.6,3.3,29.4,0,0.0,0.0,0.0
2017,6,16,84.5,74.1,72.1,3.9,29.4,0,0.0,0.0,0.0
2017,6,17,85.5,73.8,68,7.4,29.3,0,0.0,0.0,0.0
2017,6,18,85.8,72.6,65.1,7.3,29.3,0,0.0,0.0,0.0
2017,6,19,84.4,72.6,68.1,6.4,29.3,0,2.0,0.0,1.0
2017,6,20,82.4,73.9,76.4,5,29.3,0.06,9.0,0.0,4.5
2017,6,21,83.4,74.6,75.9,3.8,29.3,0.07,0.0,0.0,0.0
2017,6,22,85,74.6,72.1,4.5,29.3,0,0.0,0.0,0.0
2017,6,23,86.5,72.5,63.6,6.3,29.3,0,0.0,0.0,0.0
2017,6,24,86.5,72.5,63.5,7,29.3,0,2.5,0.0,1.25
2017,6,25,86.1,71.9,62.9,8.3,29.3,0,0.5,0.0,0.25
2017,6,26,85.1,74,70,3.9,29.3,0,0.0,0.0,0.0
2017,6,27,85.6,73.6,67.6,4.1,29.3,0,0.0,0.0,0.0
2017,6,28,85.5,73.6,67.9,3,29.3,0,2.5,0.0,1.25
2017,6,29,84.9,75.6,74.5,2.5,29.3,0.09,6.0,0.0,3.0
2017,6,30,83,76.5,82.1,0.8,29.3,0.21,0.0,0.0,0.0
2017,7,1,80.3,76.1,88.3,0.8,29.3,0.31,13.5,0.0,6.75
2017,7,2,80.9,75.4,84,2.3,29.3,0.16,0.0,0.0,0.0
2017,7,3,81.8,74.4,79.3,2.6,29.3,0.03,18.5,0.0,9.25
2017,7,4,79.3,76.1,90,1.5,29.3,0.23,10.5,0.0,5.25
2017,7,5,79.8,74.6,85,3.1,29.3,0.66,0.0,0.0,0.0
2017,7,6,83,72.6,71,5.9,29.3,0.28,2.5,0.0,1.25
2017,7,7,84,72.3,68.1,5.8,29.3,0,10.0,0.0,5.0
2017,7,8,84.6,73.3,70,6,29.3,0,0.5,0.0,0.25
2017,7,9,84.4,73.8,71.1,4.4,29.4,0,0.5,0.0,0.25
2017,7,10,82.6,73.8,76.1,5,29.4,0.05,0.0,0.0,0.0
2017,7,11,79.6,76,88.5,2.3,29.3,0.41,0.0,0.0,0.0
2017,7,12,80.4,75.5,85.4,1.6,29.3,0.31,31.5,0.0,15.75
2017,7,13,82,76,82.9,1.3,29.3,0.25,31.5,0.0,15.75
2017,7,14,82.8,75,78.1,2.9,29.3,0.02,0.5,0.0,0.25
2017,7,15,80.8,72.9,78.4,4.9,29.3,0.17,0.0,0.0,0.0
2017,7,16,83.3,73.8,73.8,4.1,29.2,0.08,2.5,0.0,1.25
2017,7,17,82.3,72.5,73.8,6.9,29.2,0.05,1.5,0.0,0.75
2017,7,18,81.1,75.4,84,1.5,29.3,0.14,0.5,0.0,0.25
2017,7,19,81.8,74.6,80,4,29.3,0.27,0.0,0.0,0.0
2017,7,20,82.3,73.6,75.6,5.4,29.3,0.22,0.0,0.0,0.0
2017,7,21,82.4,72.9,73,5.3,29.3,0.01,0.0,0.0,0.0
2017,7,22,83.8,74.5,74.1,3.5,29.3,0,0.0,0.0,0.0
2017,7,23,82,73.4,75.4,4,29.4,0,1.5,0.0,0.75
2017,7,24,83.8,73.4,71.4,6.1,29.3,0,2.5,0.0,1.25
2017,7,25,84.4,74.1,71.8,7.8,29.2,0.04,14.5,0.0,7.25
2017,7,26,83.1,75.6,79.1,3.5,29.2,0.2,0.0,0.0,0.0
2017,7,27,84.3,74.8,74,5.6,29.2,0.85,0.0,0.0,0.0
2017,7,28,85,74.5,70.9,6.5,29.3,0.02,0.0,0.0,0.0
2017,7,29,85.6,73.9,68.1,7,29.3,0,0.0,0.0,0.0
2017,7,30,85.4,74.6,70.1,8.9,29.3,0,0.0,0.0,0.0
2017,7,31,85.4,74.3,69.6,8.3,29.3,0.08,0.0,0.0,0.0
2017,8,1,84,74.6,73.1,6.4,29.3,0.08,0.0,0.0,0.0
2017,8,2,84.4,74.8,73.6,6.9,29.3,0,0.0,0.0,0.0
2017,8,3,85,75.1,72.9,5.4,29.2,0,16.0,0.0,8.0
2017,8,4,83.3,76.9,81.8,2.3,29.2,0.71,17.0,0.0,8.5
2017,8,5,82,78.1,88,1.6,29.2,0.73,47.5,0.0,23.75
2017,8,6,80.1,78,92.4,0.8,29.3,0.27,2.0,0.0,1.0
2017,8,7,80.1,77.5,91.6,0,29.4,0.64,3.5,0.0,1.75
2017,8,8,83.9,76.3,78.4,1.9,29.4,0.05,0.5,0.0,0.25
2017,8,9,84.1,75.3,75.8,5.3,29.4,0.07,0.0,0.0,0.0
2017,8,10,83.4,74,74.3,5.3,29.4,0.06,0.0,0.0,0.0
2017,8,11,83.9,73.9,71.9,6.9,29.4,0,0.0,0.0,0.0
2017,8,12,85.6,73.8,68.3,8.6,29.4,0,0.0,0.0,0.0
2017,8,13,86.8,74.3,66.4,7,29.4,0,0.0,0.0,0.0
2017,8,14,86.3,74.6,68.3,7.8,29.4,0,0.0,0.0,0.0
2017,8,15,86.1,74.4,68.5,6.9,29.3,0,14.5,0.0,7.25
2017,8,16,79.5,76.8,91,1,29.3,0.41,11.0,0.0,5.5
2017,8,17,79.4,76.6,91.9,0.5,29.3,0.55,20.0,0.0,10.0
2017,8,18,79.1,76.3,91.3,0.4,29.3,0.96,5.0,0.0,2.5
2017,8,19,82.4,76.9,84.6,1,29.3,0.31,57.5,0.0,28.75
2017,8,20,79.1,77.4,94,1.3,29.3,0.69,1.0,0.0,0.5
2017,8,21,80.6,77.5,90.4,1,29.3,1.13,0.0,0.0,0.0
2017,8,22,84,75.5,77,4.9,29.3,1.13,0.0,0.0,0.0
2017,8,23,85.8,74.6,69.4,8,29.3,0,2.0,0.0,1.0
2017,8,24,84.5,74.1,70.9,8.9,29.3,0,0.0,0.0,0.0
2017,8,25,82.1,74.4,77.8,4.8,29.3,0.2,0.0,0.0,0.0
2017,8,26,81.5,76.8,86.3,0.8,29.3,0.17,4.5,0.0,2.25
2017,8,27,81.1,77.9,90,0.3,29.3,0.06,11.5,0.0,5.75
2017,8,28,83.8,77.3,81.6,2.4,29.3,0.19,4.5,0.0,2.25
2017,8,29,84,73.9,71.3,8.8,29.3,0.16,0.0,0.0,0.0
2017,8,30,83,75.6,79,1.5,29.3,0.02,2.0,0.0,1.0
2017,8,31,83.9,76.6,79.4,2.5,29.4,0.06,0.0,0.0,0.0
2017,9,1,84.8,73.8,69.8,7.9,29.4,0.06,0.0,0.0,0.0
2017,9,2,84.5,74.4,72,6.5,29.3,0,0.0,0.0,0.0
2017,9,3,85.4,74.8,71.1,7,29.3,0,0.0,0.0,0.0
2017,9,4,87,76,70,5.5,29.3,0,1.0,0.0,0.5
2017,9,5,85.9,76.9,75,4.4,29.3,0.01,2.5,0.0,1.25
2017,9,6,84.1,78.1,83.6,2.5,29.3,0.03,4.5,0.0,2.25
2017,9,7,81,78.5,92.3,1.3,29.4,0.18,0.0,0.0,0.0
2017,9,8,83.3,78.3,85.4,1.5,29.4,0.31,1.5,0.0,0.75
2017,9,9,86.9,76.3,72.8,4.3,29.3,0.04,7.5,0.0,3.75
2017,9,10,83.8,78.6,85.6,0.8,29.4,0.39,0.0,0.0,0.0
2017,9,11,81.5,77,88.1,0.4,29.4,0.43,0.0,0.0,0.0
2017,9,12,83.5,77.4,82.9,0.9,29.4,0.43,0.0,0.0,0.0
2017,9,13,86.4,76,73.8,2.3,29.4,0.09,0.5,0.0,0.25
2017,9,14,87.4,75.6,69.9,4.9,29.3,0,3.0,0.0,1.5
2017,9,15,85.3,77.5,78.6,4,29.2,0,16.5,0.0,8.25
2017,9,16,80.9,77.8,90.5,3,29.2,0.74,18.0,0.0,9.0
2017,9,17,80.3,78,93.1,1.5,29.4,1.62,7.0,0.0,3.5
2017,9,18,81.6,76.1,84,2.8,29.4,1.08,0.0,0.0,0.0
2017,9,19,84.3,75.3,75.1,4.4,29.4,0.01,0.0,0.0,0.0
2017,9,20,86.4,75.9,71.6,2.3,29.4,0,57.5,0.0,28.75
2017,9,21,84,77,80.9,1,29.3,4.33,0.0,0.0,0.0
2017,9,22,82.3,78.1,88,0.5,29.3,4.41,1.0,0.0,0.5
2017,9,23,80.6,77.4,91.1,0.9,29.4,0.3,0.0,0.0,0.0
2017,9,24,82,78,88.6,0,29.3,0.31,3.5,0.0,1.75
2017,9,25,84.3,79.1,84.5,0.8,29.3,0.01,4.5,0.0,2.25
2017,9,26,82.1,78.1,87.9,2.4,29.3,0.2,0.0,0.0,0.0
2017,9,27,84.3,78.1,82.8,2,29.4,0.24,0.0,0.0,0.0
2017,9,28,86.3,75.4,70.3,4.5,29.4,0,0.0,0.0,0.0
2017,9,29,82.5,75.9,80.9,3.8,29.4,0.08,1.5,0.0,0.75
2017,9,30,82.9,77,83.3,1.9,29.4,0.08,0.0,0.0,0.0
2017,10,1,84.5,79,84.4,1.5,29.4,0.1,0.0,0.0,0.0
2017,10,2,81.6,77.3,86.4,0.9,29.3,0.1,33.5,0.0,16.75
